PURCHASE ORDER #,START SHIP DATE,END SHIP DATE,EVENT_ID,EVENT_START_DATE,EVENT_END_DATE
22474680,12/20/19,1/12/20,316131,4/11/20 8:00,4/14/20 8:00
22474681,12/20/19,1/12/20,316132,4/11/20 8:00,4/14/20 8:00
22475186,12/20/19,1/19/20,316133,4/18/20 8:00,4/21/20 8:00
22475196,12/20/19,1/19/20,316134,4/18/20 8:00,4/21/20 8:00
22475198,12/20/19,1/19/20,314387,4/18/20 8:00,4/21/20 8:00
22475199,12/20/19,1/19/20,316236,4/18/20 8:00,4/21/20 8:00
22475200,12/20/19,1/19/20,314392,4/18/20 8:00,4/21/20 8:00
22475201,12/20/19,1/19/20,314386,4/18/20 8:00,4/21/20 8:00
22475203,12/20/19,1/19/20,316238,4/18/20 8:00,4/21/20 8:00
22475204,12/20/19,1/19/20,316239,4/18/20 8:00,4/21/20 8:00
22475205,12/20/19,1/19/20,314390,4/18/20 8:00,4/21/20 8:00
22475206,12/20/19,1/19/20,314388,4/18/20 8:00,4/21/20 8:00
22475207,12/20/19,1/19/20,316241,4/18/20 8:00,4/21/20 8:00
22475208,12/20/19,1/19/20,316242,4/18/20 8:00,4/21/20 8:00
22475209,12/20/19,1/19/20,314389,4/18/20 8:00,4/21/20 8:00
22475210,12/20/19,1/19/20,314393,4/18/20 8:00,4/21/20 8:00
22475211,12/20/19,1/19/20,316253,4/18/20 8:00,4/21/20 8:00
22475212,12/20/19,1/19/20,316254,4/18/20 8:00,4/21/20 8:00
22475213,12/20/19,1/19/20,316255,4/18/20 8:00,4/21/20 8:00
22475214,12/20/19,1/19/20,314394,4/18/20 8:00,4/21/20 8:00
22475215,12/20/19,1/19/20,316257,4/18/20 8:00,4/21/20 8:00
22475216,12/20/19,1/19/20,314395,4/18/20 8:00,4/21/20 8:00
22475217,12/20/19,1/19/20,314396,4/18/20 8:00,4/21/20 8:00
22475218,12/20/19,1/19/20,316260,4/18/20 8:00,4/21/20 8:00
22475219,12/20/19,1/19/20,316261,4/18/20 8:00,4/21/20 8:00
22475220,12/20/19,1/19/20,316262,4/18/20 8:00,4/21/20 8:00
22475221,12/20/19,1/19/20,316263,4/18/20 8:00,4/21/20 8:00
22475222,12/20/19,1/19/20,316264,4/18/20 8:00,4/21/20 8:00
22475223,12/20/19,1/19/20,316265,4/18/20 8:00,4/21/20 8:00
22475224,12/20/19,1/19/20,316266,4/18/20 8:00,4/21/20 8:00
22475225,12/20/19,1/19/20,316267,4/18/20 8:00,4/21/20 8:00
22475226,12/20/19,1/19/20,316268,4/18/20 8:00,4/21/20 8:00
22475227,12/20/19,1/19/20,316269,4/18/20 8:00,4/21/20 8:00
22475228,12/20/19,1/19/20,316270,4/18/20 8:00,4/21/20 8:00
22475229,12/20/19,1/19/20,316271,4/18/20 8:00,4/21/20 8:00
22475230,12/20/19,1/19/20,316272,4/18/20 8:00,4/21/20 8:00
22475231,12/20/19,1/19/20,316367,4/18/20 8:00,4/21/20 8:00
22475232,12/20/19,1/19/20,316368,4/18/20 8:00,4/21/20 8:00
22475233,12/20/19,1/19/20,316369,4/18/20 8:00,4/21/20 8:00
22475234,12/20/19,1/19/20,316370,4/18/20 8:00,4/21/20 8:00
22475235,12/20/19,1/19/20,316371,4/18/20 8:00,4/21/20 8:00
22475236,12/20/19,1/19/20,316372,4/18/20 8:00,4/21/20 8:00
22475237,12/20/19,1/19/20,316373,4/18/20 8:00,4/21/20 8:00
22475238,12/20/19,1/19/20,316374,4/18/20 8:00,4/21/20 8:00
22475239,12/20/19,1/19/20,316406,4/18/20 8:00,4/21/20 8:00
22475240,12/20/19,1/19/20,316407,4/18/20 8:00,4/21/20 8:00
22475241,12/20/19,1/19/20,316447,4/18/20 8:00,4/21/20 8:00
22475242,12/20/19,1/19/20,316448,4/18/20 8:00,4/21/20 8:00
22475243,12/20/19,1/19/20,316449,4/18/20 8:00,4/21/20 8:00
22475244,12/20/19,1/19/20,316450,4/18/20 8:00,4/21/20 8:00
22475245,12/20/19,1/19/20,316451,4/18/20 8:00,4/21/20 8:00
22475246,12/20/19,1/19/20,316452,4/18/20 8:00,4/21/20 8:00
22475247,12/20/19,1/19/20,316453,4/18/20 8:00,4/21/20 8:00
22475248,12/20/19,1/19/20,316454,4/18/20 8:00,4/21/20 8:00
22475249,12/20/19,1/19/20,316455,4/18/20 8:00,4/21/20 8:00
22475250,12/20/19,1/19/20,316456,4/18/20 8:00,4/21/20 8:00
22475251,12/20/19,1/19/20,316458,4/18/20 8:00,4/21/20 8:00
22475252,12/20/19,1/19/20,316459,4/18/20 8:00,4/21/20 8:00
22475253,12/20/19,1/19/20,316460,4/18/20 8:00,4/21/20 8:00
22475254,12/20/19,1/19/20,316461,4/18/20 8:00,4/21/20 8:00
22475255,12/20/19,1/19/20,316462,4/18/20 8:00,4/21/20 8:00
22475256,12/20/19,1/19/20,316463,4/18/20 8:00,4/21/20 8:00
22475257,12/20/19,1/19/20,316516,4/18/20 8:00,4/21/20 8:00
22475258,12/20/19,1/19/20,316517,4/18/20 8:00,4/21/20 8:00
22475259,12/20/19,1/19/20,316529,4/18/20 8:00,4/21/20 8:00
22475260,12/20/19,1/19/20,316530,4/18/20 8:00,4/21/20 8:00
22475261,12/20/19,1/19/20,316531,4/18/20 8:00,4/21/20 8:00
22475262,12/20/19,1/19/20,316532,4/18/20 8:00,4/21/20 8:00
22475263,12/20/19,1/19/20,316533,4/18/20 8:00,4/21/20 8:00
22475264,12/20/19,1/19/20,316551,4/18/20 8:00,4/21/20 8:00
22475428,12/20/19,1/12/20,314401,4/11/20 8:00,4/14/20 8:00
22475479,12/20/19,1/12/20,314402,4/11/20 8:00,4/14/20 8:00
22477363,12/20/19,1/10/20,316547,4/9/20 8:00,4/12/20 8:00
22477479,12/20/19,1/12/20,316560,4/11/20 8:00,4/14/20 8:00
22478229,12/20/19,1/12/20,314405,4/11/20 8:00,4/14/20 8:00
22478230,12/20/19,1/12/20,314404,4/11/20 8:00,4/14/20 8:00
22478231,12/20/19,1/12/20,314765,4/11/20 8:00,4/14/20 8:00
22478365,12/20/19,1/12/20,314403,4/11/20 8:00,4/14/20 8:00
22478367,12/20/19,1/12/20,316561,4/11/20 8:00,4/14/20 8:00
22471994,1/2/20,1/23/20,316135,4/22/20 8:00,4/25/20 8:00
22471995,1/2/20,1/23/20,316136,4/22/20 8:00,4/25/20 8:00
22471996,1/2/20,1/23/20,316137,4/22/20 8:00,4/25/20 8:00
22473027,1/6/20,1/27/20,316138,4/26/20 8:00,4/29/20 8:00
22473032,1/6/20,1/10/20,316562,4/9/20 8:00,4/12/20 8:00
22473034,1/6/20,1/27/20,316139,4/26/20 8:00,4/29/20 8:00
22473035,1/6/20,1/27/20,316141,4/26/20 8:00,4/29/20 8:00
22473036,1/6/20,1/27/20,316429,4/26/20 8:00,4/29/20 8:00
22473037,1/6/20,1/27/20,316430,4/26/20 8:00,4/29/20 8:00
22475649,1/6/20,1/17/20,316563,4/16/20 8:00,4/19/20 8:00
22475651,1/6/20,1/17/20,314406,4/16/20 8:00,4/19/20 8:00
22475652,1/6/20,1/17/20,316565,4/16/20 8:00,4/19/20 8:00
22475653,1/6/20,1/17/20,316566,4/16/20 8:00,4/19/20 8:00
22475654,1/6/20,1/17/20,316567,4/16/20 8:00,4/19/20 8:00
22475655,1/6/20,1/17/20,316568,4/16/20 8:00,4/19/20 8:00
22475656,1/6/20,1/17/20,316569,4/16/20 8:00,4/19/20 8:00
22475657,1/6/20,1/17/20,314407,4/16/20 8:00,4/19/20 8:00
22470236,1/20/20,2/10/20,316570,5/10/20 8:00,5/13/20 8:00
22470237,1/20/20,2/10/20,314408,5/10/20 8:00,5/13/20 8:00
22470238,1/20/20,2/10/20,314409,5/10/20 8:00,5/13/20 8:00
22470239,1/20/20,2/10/20,316412,5/10/20 8:00,5/13/20 8:00
22470240,1/20/20,2/10/20,316413,5/10/20 8:00,5/13/20 8:00
22470241,1/20/20,2/10/20,316414,5/10/20 8:00,5/13/20 8:00
22470242,1/20/20,2/10/20,316415,5/10/20 8:00,5/13/20 8:00
22470243,1/20/20,2/10/20,316420,5/10/20 8:00,5/13/20 8:00
22470244,1/20/20,2/10/20,316419,5/10/20 8:00,5/13/20 8:00
22470245,1/20/20,2/10/20,316417,5/10/20 8:00,5/13/20 8:00
22470246,1/20/20,2/10/20,316418,5/10/20 8:00,5/13/20 8:00
22470247,1/20/20,2/10/20,316416,5/10/20 8:00,5/13/20 8:00
22470248,1/20/20,2/10/20,316421,5/10/20 8:00,5/13/20 8:00
22470249,1/20/20,2/10/20,316571,5/10/20 8:00,5/13/20 8:00
22470250,1/20/20,2/10/20,316572,5/10/20 8:00,5/13/20 8:00
22470251,1/20/20,2/10/20,316573,5/10/20 8:00,5/13/20 8:00
22470252,1/20/20,2/10/20,316574,5/10/20 8:00,5/13/20 8:00
22470253,1/20/20,2/10/20,316575,5/10/20 8:00,5/13/20 8:00
22470254,1/20/20,2/10/20,314410,5/10/20 8:00,5/13/20 8:00
22470255,1/20/20,2/10/20,316580,5/10/20 8:00,5/13/20 8:00
22470256,1/20/20,2/10/20,316581,5/10/20 8:00,5/13/20 8:00
22470257,1/20/20,2/10/20,316582,5/10/20 8:00,5/13/20 8:00
22470258,1/20/20,2/10/20,316583,5/10/20 8:00,5/13/20 8:00
22470259,1/20/20,2/10/20,316584,5/10/20 8:00,5/13/20 8:00
22470260,1/20/20,2/10/20,316585,5/10/20 8:00,5/13/20 8:00
22470261,1/20/20,2/10/20,316586,5/10/20 8:00,5/13/20 8:00
22470262,1/20/20,2/10/20,316587,5/10/20 8:00,5/13/20 8:00
22470263,1/20/20,2/10/20,316588,5/10/20 8:00,5/13/20 8:00
22470264,1/20/20,2/10/20,316590,5/10/20 8:00,5/13/20 8:00
22470265,1/20/20,2/10/20,316591,5/10/20 8:00,5/13/20 8:00
22470266,1/20/20,2/10/20,316630,5/10/20 8:00,5/13/20 8:00
22470267,1/20/20,2/10/20,316631,5/10/20 8:00,5/13/20 8:00
22470268,1/20/20,2/10/20,316632,5/10/20 8:00,5/13/20 8:00
22470269,1/20/20,2/10/20,316633,5/10/20 8:00,5/13/20 8:00
22470270,1/20/20,2/10/20,316634,5/10/20 8:00,5/13/20 8:00
22470272,1/20/20,2/10/20,316635,5/10/20 8:00,5/13/20 8:00
22470273,1/20/20,2/10/20,316636,5/10/20 8:00,5/13/20 8:00
22470274,1/20/20,2/10/20,316637,5/10/20 8:00,5/13/20 8:00
22470275,1/20/20,2/10/20,316638,5/10/20 8:00,5/13/20 8:00
22470276,1/20/20,2/10/20,316640,5/10/20 8:00,5/13/20 8:00
22470277,1/20/20,2/10/20,316641,5/10/20 8:00,5/13/20 8:00
22470278,1/20/20,2/10/20,316643,5/10/20 8:00,5/13/20 8:00
22470279,1/20/20,2/10/20,316645,5/10/20 8:00,5/13/20 8:00
22470280,1/20/20,2/10/20,316646,5/10/20 8:00,5/13/20 8:00
22470281,1/20/20,2/10/20,316648,5/10/20 8:00,5/13/20 8:00
22470282,1/20/20,2/10/20,316654,5/10/20 8:00,5/13/20 8:00
22470283,1/20/20,2/10/20,316664,5/10/20 8:00,5/13/20 8:00
22470284,1/20/20,2/10/20,316674,5/10/20 8:00,5/13/20 8:00
22470285,1/20/20,2/10/20,316677,5/10/20 8:00,5/13/20 8:00
22470286,1/20/20,2/10/20,316682,5/10/20 8:00,5/13/20 8:00
22470287,1/20/20,2/10/20,316684,5/10/20 8:00,5/13/20 8:00
22470288,1/20/20,2/10/20,316736,5/10/20 8:00,5/13/20 8:00
22470289,1/20/20,2/10/20,316737,5/10/20 8:00,5/13/20 8:00
22470292,1/20/20,2/10/20,316740,5/10/20 8:00,5/13/20 8:00
22470293,1/20/20,2/10/20,316741,5/10/20 8:00,5/13/20 8:00
22470294,1/20/20,2/10/20,316742,5/10/20 8:00,5/13/20 8:00
22470297,1/20/20,2/10/20,316743,5/10/20 8:00,5/13/20 8:00
22470298,1/20/20,2/10/20,316744,5/10/20 8:00,5/13/20 8:00
22470299,1/20/20,2/10/20,316745,5/10/20 8:00,5/13/20 8:00
22470302,1/20/20,2/10/20,316746,5/10/20 8:00,5/13/20 8:00
22470303,1/20/20,2/10/20,316747,5/10/20 8:00,5/13/20 8:00
22470305,1/20/20,2/10/20,316768,5/10/20 8:00,5/13/20 8:00
22470306,1/20/20,2/10/20,316769,5/10/20 8:00,5/13/20 8:00
22470307,1/20/20,2/10/20,316770,5/10/20 8:00,5/13/20 8:00
22470308,1/20/20,2/10/20,316771,5/10/20 8:00,5/13/20 8:00
22470309,1/20/20,2/10/20,316772,5/10/20 8:00,5/13/20 8:00
22470310,1/20/20,2/10/20,316773,5/10/20 8:00,5/13/20 8:00
22470311,1/20/20,2/10/20,316774,5/10/20 8:00,5/13/20 8:00
22470312,1/20/20,2/10/20,316776,5/10/20 8:00,5/13/20 8:00
22470313,1/20/20,2/10/20,316777,5/10/20 8:00,5/13/20 8:00
22470314,1/20/20,2/10/20,316778,5/10/20 8:00,5/13/20 8:00
22470316,1/20/20,2/10/20,316779,5/10/20 8:00,5/13/20 8:00
22470317,1/20/20,2/10/20,316780,5/10/20 8:00,5/13/20 8:00
22470318,1/20/20,2/10/20,316787,5/10/20 8:00,5/13/20 8:00
22470321,1/20/20,2/10/20,316788,5/10/20 8:00,5/13/20 8:00
22471137,1/20/20,2/10/20,316789,5/10/20 8:00,5/13/20 8:00
22474553,1/20/20,2/10/20,316791,5/10/20 8:00,5/13/20 8:00
22474554,1/20/20,2/10/20,314411,5/10/20 8:00,5/13/20 8:00
22474555,1/20/20,2/10/20,316793,5/10/20 8:00,5/13/20 8:00
22474556,1/20/20,2/10/20,316792,5/10/20 8:00,5/13/20 8:00
22474558,1/20/20,2/10/20,314412,5/10/20 8:00,5/13/20 8:00
22474559,1/20/20,2/10/20,314413,5/10/20 8:00,5/13/20 8:00
22474560,1/20/20,2/10/20,316665,5/10/20 8:00,5/13/20 8:00
22474561,1/20/20,2/10/20,316671,5/10/20 8:00,5/13/20 8:00
22474562,1/20/20,2/10/20,316655,5/10/20 8:00,5/13/20 8:00
22474563,1/20/20,2/10/20,316660,5/10/20 8:00,5/13/20 8:00
22474564,1/20/20,2/10/20,316658,5/10/20 8:00,5/13/20 8:00
22474565,1/20/20,2/10/20,316650,5/10/20 8:00,5/13/20 8:00
22474566,1/20/20,2/10/20,316661,5/10/20 8:00,5/13/20 8:00
22474567,1/20/20,2/10/20,316653,5/10/20 8:00,5/13/20 8:00
22474568,1/20/20,2/10/20,316669,5/10/20 8:00,5/13/20 8:00
22474692,1/20/20,2/10/20,316659,5/10/20 8:00,5/13/20 8:00
22474693,1/20/20,2/10/20,316675,5/10/20 8:00,5/13/20 8:00
22474694,1/20/20,2/10/20,316651,5/10/20 8:00,5/13/20 8:00
22474695,1/20/20,2/10/20,316667,5/10/20 8:00,5/13/20 8:00
22474696,1/20/20,2/10/20,316672,5/10/20 8:00,5/13/20 8:00
22474697,1/20/20,2/10/20,316663,5/10/20 8:00,5/13/20 8:00
22475299,1/20/20,2/19/20,316656,5/19/20 8:00,5/22/20 8:00
22475320,1/20/20,2/19/20,314414,5/19/20 8:00,5/22/20 8:00
22475321,1/20/20,2/19/20,316782,5/19/20 8:00,5/22/20 8:00
22475322,1/20/20,2/19/20,314415,5/19/20 8:00,5/22/20 8:00
22475323,1/20/20,2/19/20,314416,5/19/20 8:00,5/22/20 8:00
22475324,1/20/20,2/19/20,316657,5/19/20 8:00,5/22/20 8:00
22475325,1/20/20,2/19/20,316662,5/19/20 8:00,5/22/20 8:00
22475326,1/20/20,2/19/20,316666,5/19/20 8:00,5/22/20 8:00
22475327,1/20/20,2/19/20,316670,5/19/20 8:00,5/22/20 8:00
22475328,1/20/20,2/19/20,316673,5/19/20 8:00,5/22/20 8:00
22475329,1/20/20,2/19/20,316676,5/19/20 8:00,5/22/20 8:00
22475330,1/20/20,2/19/20,316678,5/19/20 8:00,5/22/20 8:00
22475331,1/20/20,2/19/20,316679,5/19/20 8:00,5/22/20 8:00
22475332,1/20/20,2/19/20,316680,5/19/20 8:00,5/22/20 8:00
22475333,1/20/20,2/19/20,316681,5/19/20 8:00,5/22/20 8:00
22475334,1/20/20,2/19/20,316683,5/19/20 8:00,5/22/20 8:00
22475335,1/20/20,2/19/20,316685,5/19/20 8:00,5/22/20 8:00
22475336,1/20/20,2/19/20,316686,5/19/20 8:00,5/22/20 8:00
22475337,1/20/20,2/19/20,316687,5/19/20 8:00,5/22/20 8:00
22475338,1/20/20,2/19/20,316688,5/19/20 8:00,5/22/20 8:00
22475339,1/20/20,2/19/20,316689,5/19/20 8:00,5/22/20 8:00
22475340,1/20/20,2/19/20,316690,5/19/20 8:00,5/22/20 8:00
22475341,1/20/20,2/19/20,314418,5/19/20 8:00,5/22/20 8:00
22475342,1/20/20,2/19/20,316693,5/19/20 8:00,5/22/20 8:00
22475343,1/20/20,2/19/20,316694,5/19/20 8:00,5/22/20 8:00
22475345,1/20/20,2/19/20,316695,5/19/20 8:00,5/22/20 8:00
22475346,1/20/20,2/19/20,316696,5/19/20 8:00,5/22/20 8:00
22475347,1/20/20,2/19/20,316697,5/19/20 8:00,5/22/20 8:00
22475348,1/20/20,2/19/20,316698,5/19/20 8:00,5/22/20 8:00
22475349,1/20/20,2/19/20,314417,5/19/20 8:00,5/22/20 8:00
22475350,1/20/20,2/19/20,316699,5/19/20 8:00,5/22/20 8:00
22475351,1/20/20,2/19/20,316700,5/19/20 8:00,5/22/20 8:00
22475352,1/20/20,2/19/20,316701,5/19/20 8:00,5/22/20 8:00
22475353,1/20/20,2/19/20,316702,5/19/20 8:00,5/22/20 8:00
22475354,1/20/20,2/19/20,316703,5/19/20 8:00,5/22/20 8:00
22475355,1/20/20,2/19/20,316704,5/19/20 8:00,5/22/20 8:00
22475356,1/20/20,2/19/20,316705,5/19/20 8:00,5/22/20 8:00
22475357,1/20/20,2/19/20,316706,5/19/20 8:00,5/22/20 8:00
22475359,1/20/20,2/19/20,316707,5/19/20 8:00,5/22/20 8:00
22475360,1/20/20,2/19/20,316708,5/19/20 8:00,5/22/20 8:00
22475361,1/20/20,2/19/20,316709,5/19/20 8:00,5/22/20 8:00
22475362,1/20/20,2/19/20,316710,5/19/20 8:00,5/22/20 8:00
22475363,1/20/20,2/19/20,316711,5/19/20 8:00,5/22/20 8:00
22475364,1/20/20,2/19/20,316712,5/19/20 8:00,5/22/20 8:00
22475365,1/20/20,2/19/20,316713,5/19/20 8:00,5/22/20 8:00
22475366,1/20/20,2/19/20,316714,5/19/20 8:00,5/22/20 8:00
22475367,1/20/20,2/19/20,316715,5/19/20 8:00,5/22/20 8:00
22475560,1/20/20,2/10/20,314768,5/10/20 8:00,5/13/20 8:00
22475561,1/20/20,2/10/20,314769,5/10/20 8:00,5/13/20 8:00
22475562,1/20/20,2/10/20,314770,5/10/20 8:00,5/13/20 8:00
22475564,1/20/20,2/10/20,314771,5/10/20 8:00,5/13/20 8:00
22476823,1/20/20,2/12/20,314772,5/12/20 8:00,5/15/20 8:00
22476824,1/20/20,2/12/20,314773,5/12/20 8:00,5/15/20 8:00
22476825,1/20/20,2/12/20,314774,5/12/20 8:00,5/15/20 8:00
22476826,1/20/20,2/12/20,314775,5/12/20 8:00,5/15/20 8:00
22476827,1/20/20,2/12/20,314776,5/12/20 8:00,5/15/20 8:00
22477362,1/20/20,2/10/20,316796,5/10/20 8:00,5/13/20 8:00
22466317,1/24/20,2/14/20,314779,5/14/20 8:00,5/17/20 8:00
22466318,1/24/20,2/14/20,314780,5/14/20 8:00,5/17/20 8:00
22466319,1/24/20,2/14/20,314781,5/14/20 8:00,5/17/20 8:00
22466320,1/24/20,2/14/20,314782,5/14/20 8:00,5/17/20 8:00
22466321,1/24/20,2/14/20,314783,5/14/20 8:00,5/17/20 8:00
22466322,1/24/20,2/14/20,314784,5/14/20 8:00,5/17/20 8:00
22466323,1/24/20,2/14/20,314785,5/14/20 8:00,5/17/20 8:00
22466324,1/24/20,2/14/20,314786,5/14/20 8:00,5/17/20 8:00
22466325,1/24/20,2/14/20,314787,5/14/20 8:00,5/17/20 8:00
22466326,1/24/20,2/14/20,314788,5/14/20 8:00,5/17/20 8:00
22466327,1/24/20,2/14/20,314789,5/14/20 8:00,5/17/20 8:00
22466328,1/24/20,2/14/20,314790,5/14/20 8:00,5/17/20 8:00
22466329,1/24/20,2/14/20,314792,5/14/20 8:00,5/17/20 8:00
22466337,1/24/20,2/14/20,314793,5/14/20 8:00,5/17/20 8:00
22466338,1/24/20,2/14/20,314794,5/14/20 8:00,5/17/20 8:00
22466340,1/24/20,2/14/20,314795,5/14/20 8:00,5/17/20 8:00
22466341,1/24/20,2/14/20,316798,5/14/20 8:00,5/17/20 8:00
22466343,1/24/20,2/14/20,314796,5/14/20 8:00,5/17/20 8:00
22466344,1/24/20,2/14/20,316799,5/14/20 8:00,5/17/20 8:00
22466345,1/24/20,2/14/20,314797,5/14/20 8:00,5/17/20 8:00
22466351,1/24/20,2/14/20,314798,5/14/20 8:00,5/17/20 8:00
22466352,1/24/20,2/14/20,314799,5/14/20 8:00,5/17/20 8:00
22466353,1/24/20,2/14/20,314800,5/14/20 8:00,5/17/20 8:00
22466354,1/24/20,2/14/20,314801,5/14/20 8:00,5/17/20 8:00
22466355,1/24/20,2/14/20,316800,5/14/20 8:00,5/17/20 8:00
22466356,1/24/20,2/14/20,316801,5/14/20 8:00,5/17/20 8:00
22466357,1/24/20,2/14/20,316802,5/14/20 8:00,5/17/20 8:00
22466358,1/24/20,2/14/20,314802,5/14/20 8:00,5/17/20 8:00
22466359,1/24/20,2/14/20,314803,5/14/20 8:00,5/17/20 8:00
22466360,1/24/20,2/14/20,314804,5/14/20 8:00,5/17/20 8:00
22466361,1/24/20,2/14/20,314805,5/14/20 8:00,5/17/20 8:00
22466362,1/24/20,2/14/20,316804,5/14/20 8:00,5/17/20 8:00
22466363,1/24/20,2/14/20,316805,5/14/20 8:00,5/17/20 8:00
22466364,1/24/20,2/14/20,314806,5/14/20 8:00,5/17/20 8:00
22466365,1/24/20,2/14/20,316806,5/14/20 8:00,5/17/20 8:00
22466366,1/24/20,2/14/20,316807,5/14/20 8:00,5/17/20 8:00
22466367,1/24/20,2/14/20,314807,5/14/20 8:00,5/17/20 8:00
22466368,1/24/20,2/14/20,314808,5/14/20 8:00,5/17/20 8:00
22466369,1/24/20,2/14/20,314809,5/14/20 8:00,5/17/20 8:00
22466370,1/24/20,2/14/20,314810,5/14/20 8:00,5/17/20 8:00
22466371,1/24/20,2/14/20,314811,5/14/20 8:00,5/17/20 8:00
22466372,1/24/20,2/14/20,314812,5/14/20 8:00,5/17/20 8:00
22466373,1/24/20,2/14/20,316808,5/14/20 8:00,5/17/20 8:00
22466374,1/24/20,2/14/20,314813,5/14/20 8:00,5/17/20 8:00
22466375,1/24/20,2/14/20,314814,5/14/20 8:00,5/17/20 8:00
22466376,1/24/20,2/14/20,316809,5/14/20 8:00,5/17/20 8:00
22466377,1/24/20,2/14/20,316812,5/14/20 8:00,5/17/20 8:00
22466378,1/24/20,2/14/20,314816,5/14/20 8:00,5/17/20 8:00
22466379,1/24/20,2/14/20,316819,5/14/20 8:00,5/17/20 8:00
22466380,1/24/20,2/14/20,314817,5/14/20 8:00,5/17/20 8:00
22466381,1/24/20,2/14/20,314818,5/14/20 8:00,5/17/20 8:00
22466382,1/24/20,2/14/20,314819,5/14/20 8:00,5/17/20 8:00
22466383,1/24/20,2/14/20,314820,5/14/20 8:00,5/17/20 8:00
22466384,1/24/20,2/14/20,314821,5/14/20 8:00,5/17/20 8:00
22466385,1/24/20,2/14/20,314822,5/14/20 8:00,5/17/20 8:00
22466386,1/24/20,2/14/20,314823,5/14/20 8:00,5/17/20 8:00
22466387,1/24/20,2/14/20,314824,5/14/20 8:00,5/17/20 8:00
22466388,1/24/20,2/14/20,314825,5/14/20 8:00,5/17/20 8:00
22466389,1/24/20,2/14/20,314826,5/14/20 8:00,5/17/20 8:00
22466390,1/24/20,2/14/20,314827,5/14/20 8:00,5/17/20 8:00
22466391,1/24/20,2/14/20,314828,5/14/20 8:00,5/17/20 8:00
22466392,1/24/20,2/14/20,314829,5/14/20 8:00,5/17/20 8:00
22466393,1/24/20,2/14/20,314830,5/14/20 8:00,5/17/20 8:00
22466394,1/24/20,2/14/20,314831,5/14/20 8:00,5/17/20 8:00
22466395,1/24/20,2/14/20,314832,5/14/20 8:00,5/17/20 8:00
22466397,1/24/20,2/14/20,314833,5/14/20 8:00,5/17/20 8:00
22466399,1/24/20,2/14/20,314834,5/14/20 8:00,5/17/20 8:00
22466400,1/24/20,2/14/20,314835,5/14/20 8:00,5/17/20 8:00
22466401,1/24/20,2/14/20,314836,5/14/20 8:00,5/17/20 8:00
22466402,1/24/20,2/14/20,314837,5/14/20 8:00,5/17/20 8:00
22466403,1/24/20,2/14/20,316816,5/14/20 8:00,5/17/20 8:00
22466404,1/24/20,2/14/20,314838,5/14/20 8:00,5/17/20 8:00
22466405,1/24/20,2/14/20,314839,5/14/20 8:00,5/17/20 8:00
22466406,1/24/20,2/14/20,316810,5/14/20 8:00,5/17/20 8:00
22466407,1/24/20,2/14/20,316818,5/14/20 8:00,5/17/20 8:00
22466408,1/24/20,2/14/20,316820,5/14/20 8:00,5/17/20 8:00
22466409,1/24/20,2/14/20,314840,5/14/20 8:00,5/17/20 8:00
22466410,1/24/20,2/14/20,316817,5/14/20 8:00,5/17/20 8:00
22466411,1/24/20,2/14/20,314841,5/14/20 8:00,5/17/20 8:00
22466412,1/24/20,2/14/20,314842,5/14/20 8:00,5/17/20 8:00
22466413,1/24/20,2/14/20,314843,5/14/20 8:00,5/17/20 8:00
22466414,1/24/20,2/14/20,316811,5/14/20 8:00,5/17/20 8:00
22466415,1/24/20,2/14/20,316813,5/14/20 8:00,5/17/20 8:00
22466416,1/24/20,2/14/20,316814,5/14/20 8:00,5/17/20 8:00
22466417,1/24/20,2/14/20,316815,5/14/20 8:00,5/17/20 8:00
22466418,1/24/20,2/14/20,314844,5/14/20 8:00,5/17/20 8:00
22466419,1/24/20,2/14/20,314845,5/14/20 8:00,5/17/20 8:00
22466420,1/24/20,2/14/20,314846,5/14/20 8:00,5/17/20 8:00
22466421,1/24/20,2/14/20,314847,5/14/20 8:00,5/17/20 8:00
22466422,1/24/20,2/14/20,314848,5/14/20 8:00,5/17/20 8:00
22466424,1/24/20,2/14/20,314849,5/14/20 8:00,5/17/20 8:00
22466426,1/24/20,2/14/20,314850,5/14/20 8:00,5/17/20 8:00
22466427,1/24/20,2/14/20,316839,5/14/20 8:00,5/17/20 8:00
22466428,1/24/20,2/14/20,314851,5/14/20 8:00,5/17/20 8:00
22466429,1/24/20,2/14/20,314852,5/14/20 8:00,5/17/20 8:00
22466430,1/24/20,2/14/20,314853,5/14/20 8:00,5/17/20 8:00
22466431,1/24/20,2/14/20,314854,5/14/20 8:00,5/17/20 8:00
22466432,1/24/20,2/14/20,314855,5/14/20 8:00,5/17/20 8:00
22466433,1/24/20,2/14/20,314856,5/14/20 8:00,5/17/20 8:00
22466434,1/24/20,2/14/20,314857,5/14/20 8:00,5/17/20 8:00
22466435,1/24/20,2/14/20,314858,5/14/20 8:00,5/17/20 8:00
22466436,1/24/20,2/14/20,314859,5/14/20 8:00,5/17/20 8:00
22466437,1/24/20,2/14/20,314860,5/14/20 8:00,5/17/20 8:00
22466438,1/24/20,2/14/20,314861,5/14/20 8:00,5/17/20 8:00
22466439,1/24/20,2/14/20,314862,5/14/20 8:00,5/17/20 8:00
22466440,1/24/20,2/14/20,314863,5/14/20 8:00,5/17/20 8:00
22466441,1/24/20,2/14/20,314864,5/14/20 8:00,5/17/20 8:00
